method;array_type;array_length;time_nanoseconds
SHELL_SORT_CIURA;0;900;18690
SHELL_SORT_CIURA;0;900;19399
SHELL_SORT_CIURA;0;900;19230
SHELL_SORT_CIURA;0;900;18589
SHELL_SORT_CIURA;0;900;18941
SHELL_SORT_CIURA;0;900;18674
SHELL_SORT_CIURA;0;900;18388
SHELL_SORT_CIURA;0;900;19096
SHELL_SORT_CIURA;0;900;19296
SHELL_SORT_CIURA;0;900;19269
SHELL_SORT_CIURA;0;900;19408
SHELL_SORT_CIURA;0;900;18442
SHELL_SORT_CIURA;0;900;18954
SHELL_SORT_CIURA;0;900;18726
SHELL_SORT_CIURA;0;900;19011
SHELL_SORT_CIURA;0;900;18891
SHELL_SORT_CIURA;0;900;18840
SHELL_SORT_CIURA;0;900;19387
SHELL_SORT_CIURA;0;900;18776
SHELL_SORT_CIURA;0;900;17956
SHELL_SORT_CIURA;0;900;18715
SHELL_SORT_CIURA;0;900;18807
SHELL_SORT_CIURA;0;900;18374
SHELL_SORT_CIURA;0;900;18314
SHELL_SORT_CIURA;0;900;19512
SHELL_SORT_CIURA;0;900;19050
SHELL_SORT_CIURA;0;900;18825
SHELL_SORT_CIURA;0;900;18870
SHELL_SORT_CIURA;0;900;19416
SHELL_SORT_CIURA;0;900;18686
SHELL_SORT_CIURA;0;900;18314
SHELL_SORT_CIURA;0;900;18534
SHELL_SORT_CIURA;0;900;19038
SHELL_SORT_CIURA;0;900;19068
SHELL_SORT_CIURA;0;900;19256
SHELL_SORT_CIURA;0;900;19888
SHELL_SORT_CIURA;0;900;18960
SHELL_SORT_CIURA;1;900;48443
SHELL_SORT_CIURA;1;900;48487
SHELL_SORT_CIURA;1;900;48407
SHELL_SORT_CIURA;1;900;47489
SHELL_SORT_CIURA;1;900;48593
SHELL_SORT_CIURA;1;900;48901
SHELL_SORT_CIURA;1;900;49526
SHELL_SORT_CIURA;1;900;48205
SHELL_SORT_CIURA;1;900;48109
SHELL_SORT_CIURA;1;900;47942
SHELL_SORT_CIURA;1;900;48617
SHELL_SORT_CIURA;1;900;48762
SHELL_SORT_CIURA;1;900;48011
SHELL_SORT_CIURA;1;900;48841
SHELL_SORT_CIURA;1;900;47935
SHELL_SORT_CIURA;1;900;48995
SHELL_SORT_CIURA;1;900;48515
SHELL_SORT_CIURA;1;900;48702
SHELL_SORT_CIURA;1;900;48492
SHELL_SORT_CIURA;1;900;47661
SHELL_SORT_CIURA;1;900;48706
SHELL_SORT_CIURA;1;900;47570
SHELL_SORT_CIURA;1;900;48730
SHELL_SORT_CIURA;1;900;49376
SHELL_SORT_CIURA;1;900;48207
SHELL_SORT_CIURA;1;900;49296
SHELL_SORT_CIURA;1;900;48260
SHELL_SORT_CIURA;1;900;47759
SHELL_SORT_CIURA;1;900;48208
SHELL_SORT_CIURA;1;900;47827
SHELL_SORT_CIURA;1;900;47853
SHELL_SORT_CIURA;1;900;48580
SHELL_SORT_CIURA;1;900;48587
SHELL_SORT_CIURA;1;900;47941
SHELL_SORT_CIURA;1;900;48570
SHELL_SORT_CIURA;1;900;48158
SHELL_SORT_CIURA;1;900;48636
SHELL_SORT_CIURA;1;900;47408
SHELL_SORT_CIURA;1;900;48639
SHELL_SORT_CIURA;1;900;48810
SHELL_SORT_CIURA;1;900;47902
SHELL_SORT_CIURA;1;900;47235
SHELL_SORT_CIURA;1;900;48208
SHELL_SORT_CIURA;1;900;50443
SHELL_SORT_CIURA;1;900;49130
SHELL_SORT_CIURA;1;900;47891
SHELL_SORT_CIURA;1;900;47417
SHELL_SORT_CIURA;1;900;48065
SHELL_SORT_CIURA;1;900;48363
SHELL_SORT_CIURA;1;900;48122
SHELL_SORT_CIURA;2;900;25523
SHELL_SORT_CIURA;2;900;22107
SHELL_SORT_CIURA;2;900;22724
SHELL_SORT_CIURA;2;900;24529
SHELL_SORT_CIURA;2;900;26434
SHELL_SORT_CIURA;2;900;25868
SHELL_SORT_CIURA;2;900;28365
SHELL_SORT_CIURA;2;900;24504
SHELL_SORT_CIURA;2;900;27862
SHELL_SORT_CIURA;2;900;25645
SHELL_SORT_CIURA;2;900;25630
SHELL_SORT_CIURA;2;900;23705
SHELL_SORT_CIURA;2;900;25071
SHELL_SORT_CIURA;2;900;25226
SHELL_SORT_CIURA;2;900;27959
SHELL_SORT_CIURA;2;900;24812
SHELL_SORT_CIURA;2;900;25580
SHELL_SORT_CIURA;2;900;23429
SHELL_SORT_CIURA;2;900;24261
SHELL_SORT_CIURA;2;900;24260
SHELL_SORT_CIURA;2;900;24482
SHELL_SORT_CIURA;2;900;25560
SHELL_SORT_CIURA;2;900;26279
SHELL_SORT_CIURA;2;900;24541
SHELL_SORT_CIURA;2;900;26552
SHELL_SORT_CIURA;2;900;24168
SHELL_SORT_CIURA;2;900;24534
SHELL_SORT_CIURA;2;900;26275
SHELL_SORT_CIURA;2;900;26417
SHELL_SORT_CIURA;2;900;23829
SHELL_SORT_CIURA;2;900;26863
SHELL_SORT_CIURA;2;900;26068
SHELL_SORT_CIURA;2;900;25917
SHELL_SORT_CIURA;2;900;26664
SHELL_SORT_CIURA;2;900;24556
SHELL_SORT_CIURA;2;900;24975
SHELL_SORT_CIURA;2;900;26397
SHELL_SORT_CIURA;2;900;26400
SHELL_SORT_CIURA;2;900;26051
SHELL_SORT_CIURA;2;900;24963
SHELL_SORT_CIURA;2;900;24334
SHELL_SORT_CIURA;2;900;24929
SHELL_SORT_CIURA;2;900;26462
SHELL_SORT_CIURA;2;900;27255
SHELL_SORT_CIURA;2;900;29800
SHELL_SORT_CIURA;2;900;24895
SHELL_SORT_CIURA;2;900;24352
SHELL_SORT_CIURA;2;900;28445
SHELL_SORT_CIURA;2;900;24725
SHELL_SORT_CIURA;2;900;26716
SHELL_SORT_CIURA;3;900;12815
SHELL_SORT_CIURA;3;900;11990
SHELL_SORT_CIURA;3;900;11979
SHELL_SORT_CIURA;3;900;11474
SHELL_SORT_CIURA;3;900;11436
SHELL_SORT_CIURA;3;900;11275
SHELL_SORT_CIURA;3;900;11166
SHELL_SORT_CIURA;3;900;11130
SHELL_SORT_CIURA;3;900;11129
SHELL_SORT_CIURA;3;900;11043
SHELL_SORT_CIURA;3;900;11511
SHELL_SORT_CIURA;3;900;10959
SHELL_SORT_CIURA;3;900;10864
SHELL_SORT_CIURA;3;900;10710
SHELL_SORT_CIURA;3;900;10915
SHELL_SORT_CIURA;3;900;10542
SHELL_SORT_CIURA;3;900;10544
SHELL_SORT_CIURA;3;900;10808
SHELL_SORT_CIURA;3;900;10683
SHELL_SORT_CIURA;3;900;10744
SHELL_SORT_CIURA;3;900;11591
SHELL_SORT_CIURA;3;900;10556
SHELL_SORT_CIURA;3;900;10629
SHELL_SORT_CIURA;3;900;10366
SHELL_SORT_CIURA;3;900;10360
SHELL_SORT_CIURA;3;900;10238
SHELL_SORT_CIURA;3;900;10310
SHELL_SORT_CIURA;3;900;10389
SHELL_SORT_CIURA;3;900;10309
SHELL_SORT_CIURA;3;900;10442
SHELL_SORT_CIURA;3;900;10410
SHELL_SORT_CIURA;3;900;10306
SHELL_SORT_CIURA;3;900;10431
SHELL_SORT_CIURA;3;900;10339
SHELL_SORT_CIURA;3;900;10495
SHELL_SORT_CIURA;3;900;10389
SHELL_SORT_CIURA;3;900;10182
SHELL_SORT_CIURA;3;900;11113
SHELL_SORT_CIURA;3;900;10273
SHELL_SORT_CIURA;3;900;10193
SHELL_SORT_CIURA;3;900;10040
SHELL_SORT_CIURA;3;900;10071
SHELL_SORT_CIURA;3;900;10069
SHELL_SORT_CIURA;3;900;10203
SHELL_SORT_CIURA;3;900;10084
SHELL_SORT_CIURA;3;900;10139
SHELL_SORT_CIURA;3;900;10114
SHELL_SORT_CIURA;3;900;10279
SHELL_SORT_CIURA;3;900;10100
SHELL_SORT_CIURA;3;900;10117
COUNT_SORT;0;900;1551
COUNT_SORT;0;900;1398
COUNT_SORT;0;900;1419
COUNT_SORT;0;900;1446
COUNT_SORT;0;900;1410
COUNT_SORT;0;900;1365
COUNT_SORT;0;900;1367
COUNT_SORT;0;900;1383
COUNT_SORT;0;900;1419
COUNT_SORT;0;900;1359
COUNT_SORT;0;900;1556
COUNT_SORT;0;900;1378
COUNT_SORT;0;900;1381
COUNT_SORT;0;900;1360
COUNT_SORT;0;900;1350
COUNT_SORT;0;900;1346
COUNT_SORT;0;900;1351
COUNT_SORT;0;900;1360
COUNT_SORT;0;900;1414
COUNT_SORT;0;900;1376
COUNT_SORT;0;900;1461
COUNT_SORT;0;900;1363
COUNT_SORT;0;900;1392
COUNT_SORT;0;900;1353
COUNT_SORT;0;900;1368
COUNT_SORT;0;900;1546
COUNT_SORT;0;900;1341
COUNT_SORT;0;900;1355
COUNT_SORT;0;900;1355
COUNT_SORT;0;900;1373
COUNT_SORT;0;900;1377
COUNT_SORT;0;900;1360
COUNT_SORT;0;900;1371
COUNT_SORT;0;900;1409
COUNT_SORT;0;900;1375
COUNT_SORT;0;900;1359
COUNT_SORT;0;900;1368
COUNT_SORT;0;900;1358
COUNT_SORT;0;900;1353
COUNT_SORT;0;900;1349
COUNT_SORT;0;900;1349
COUNT_SORT;0;900;1355
COUNT_SORT;0;900;1355
COUNT_SORT;0;900;1344
COUNT_SORT;0;900;1346
COUNT_SORT;0;900;1360
COUNT_SORT;0;900;1367
COUNT_SORT;0;900;1354
COUNT_SORT;0;900;1350
COUNT_SORT;0;900;1355
COUNT_SORT;1;900;9308
COUNT_SORT;1;900;9184
COUNT_SORT;1;900;9176
COUNT_SORT;1;900;9251
COUNT_SORT;1;900;9284
COUNT_SORT;1;900;9033
COUNT_SORT;1;900;8999
COUNT_SORT;1;900;9163
COUNT_SORT;1;900;9263
COUNT_SORT;1;900;9161
COUNT_SORT;1;900;9142
COUNT_SORT;1;900;9049
COUNT_SORT;1;900;8976
COUNT_SORT;1;900;9055
COUNT_SORT;1;900;8982
COUNT_SORT;1;900;9030
COUNT_SORT;1;900;9110
COUNT_SORT;1;900;8962
COUNT_SORT;1;900;9131
COUNT_SORT;1;900;8993
COUNT_SORT;1;900;9066
COUNT_SORT;1;900;9100
COUNT_SORT;1;900;8991
COUNT_SORT;1;900;8968
COUNT_SORT;1;900;8831
COUNT_SORT;1;900;9212
COUNT_SORT;1;900;9033
COUNT_SORT;1;900;8996
COUNT_SORT;1;900;9032
COUNT_SORT;1;900;9123
COUNT_SORT;1;900;9191
COUNT_SORT;1;900;8945
COUNT_SORT;1;900;9012
COUNT_SORT;1;900;9023
COUNT_SORT;1;900;9008
COUNT_SORT;1;900;9173
COUNT_SORT;1;900;9006
COUNT_SORT;1;900;9110
COUNT_SORT;1;900;9002
COUNT_SORT;1;900;8904
COUNT_SORT;1;900;9107
COUNT_SORT;1;900;9025
COUNT_SORT;1;900;8963
COUNT_SORT;1;900;9242
COUNT_SORT;1;900;9044
COUNT_SORT;1;900;8884
COUNT_SORT;1;900;9148
COUNT_SORT;1;900;9133
COUNT_SORT;1;900;9113
COUNT_SORT;1;900;9046
COUNT_SORT;2;900;9409
COUNT_SORT;2;900;9323
COUNT_SORT;2;900;9240
COUNT_SORT;2;900;9295
COUNT_SORT;2;900;9288
COUNT_SORT;2;900;9308
COUNT_SORT;2;900;9176
COUNT_SORT;2;900;9249
COUNT_SORT;2;900;9352
COUNT_SORT;2;900;9297
COUNT_SORT;2;900;9315
COUNT_SORT;2;900;9115
COUNT_SORT;2;900;9230
COUNT_SORT;2;900;9264
COUNT_SORT;2;900;9188
COUNT_SORT;2;900;9431
COUNT_SORT;2;900;9099
COUNT_SORT;2;900;9196
COUNT_SORT;2;900;9204
COUNT_SORT;2;900;9138
COUNT_SORT;2;900;9077
COUNT_SORT;2;900;9239
COUNT_SORT;2;900;9074
COUNT_SORT;2;900;8952
COUNT_SORT;2;900;9149
COUNT_SORT;2;900;9104
COUNT_SORT;2;900;9204
COUNT_SORT;2;900;9177
COUNT_SORT;2;900;9094
COUNT_SORT;2;900;9262
COUNT_SORT;2;900;9006
COUNT_SORT;2;900;8974
COUNT_SORT;2;900;9252
COUNT_SORT;2;900;9411
COUNT_SORT;2;900;9192
COUNT_SORT;2;900;9139
COUNT_SORT;2;900;9417
COUNT_SORT;2;900;9209
COUNT_SORT;2;900;9031
COUNT_SORT;2;900;9267
COUNT_SORT;2;900;9276
COUNT_SORT;2;900;9170
COUNT_SORT;2;900;9174
COUNT_SORT;2;900;9156
COUNT_SORT;2;900;9069
COUNT_SORT;2;900;9236
COUNT_SORT;2;900;9224
COUNT_SORT;2;900;9233
COUNT_SORT;2;900;9073
COUNT_SORT;2;900;9039
COUNT_SORT;3;900;9284
COUNT_SORT;3;900;9199
COUNT_SORT;3;900;9103
COUNT_SORT;3;900;9047
COUNT_SORT;3;900;9177
COUNT_SORT;3;900;9244
COUNT_SORT;3;900;9222
COUNT_SORT;3;900;9023
COUNT_SORT;3;900;9181
COUNT_SORT;3;900;9214
COUNT_SORT;3;900;9145
COUNT_SORT;3;900;9170
COUNT_SORT;3;900;9080
COUNT_SORT;3;900;9050
COUNT_SORT;3;900;9336
COUNT_SORT;3;900;9166
COUNT_SORT;3;900;9275
COUNT_SORT;3;900;9230
COUNT_SORT;3;900;9107
COUNT_SORT;3;900;9048
COUNT_SORT;3;900;9054
COUNT_SORT;3;900;9179
COUNT_SORT;3;900;9466
COUNT_SORT;3;900;9480
COUNT_SORT;3;900;9318
COUNT_SORT;3;900;9404
COUNT_SORT;3;900;9285
COUNT_SORT;3;900;9290
COUNT_SORT;3;900;9241
COUNT_SORT;3;900;9189
COUNT_SORT;3;900;9224
COUNT_SORT;3;900;9144
COUNT_SORT;3;900;9281
COUNT_SORT;3;900;9140
COUNT_SORT;3;900;9222
COUNT_SORT;3;900;9151
COUNT_SORT;3;900;9203
COUNT_SORT;3;900;9149
COUNT_SORT;3;900;8992
COUNT_SORT;3;900;9094
COUNT_SORT;3;900;9280
COUNT_SORT;3;900;9099
COUNT_SORT;3;900;9281
COUNT_SORT;3;900;9360
COUNT_SORT;3;900;9109
COUNT_SORT;3;900;9053
COUNT_SORT;3;900;8844
COUNT_SORT;3;900;9042
COUNT_SORT;3;900;8971
COUNT_SORT;3;900;9982
HEAP_SORT;0;900;33713
HEAP_SORT;0;900;33842
HEAP_SORT;0;900;29633
HEAP_SORT;0;900;28991
HEAP_SORT;0;900;29523
HEAP_SORT;0;900;28744
HEAP_SORT;0;900;28672
HEAP_SORT;0;900;28266
HEAP_SORT;0;900;28063
HEAP_SORT;0;900;28054
HEAP_SORT;0;900;28777
HEAP_SORT;0;900;27282
HEAP_SORT;0;900;27621
HEAP_SORT;0;900;27621
HEAP_SORT;0;900;27920
HEAP_SORT;0;900;27696
HEAP_SORT;0;900;28136
HEAP_SORT;0;900;27809
HEAP_SORT;0;900;28774
HEAP_SORT;0;900;27189
HEAP_SORT;0;900;28173
HEAP_SORT;0;900;28453
HEAP_SORT;0;900;27702
HEAP_SORT;0;900;28413
HEAP_SORT;0;900;26871
HEAP_SORT;0;900;28186
HEAP_SORT;0;900;28297
HEAP_SORT;0;900;27482
HEAP_SORT;0;900;27385
HEAP_SORT;0;900;27250
HEAP_SORT;0;900;27632
HEAP_SORT;0;900;27751
HEAP_SORT;0;900;28261
HEAP_SORT;0;900;27755
HEAP_SORT;0;900;27598
HEAP_SORT;0;900;27020
HEAP_SORT;0;900;28169
HEAP_SORT;0;900;27437
HEAP_SORT;0;900;27502
HEAP_SORT;0;900;28467
HEAP_SORT;0;900;26822
HEAP_SORT;0;900;27500
HEAP_SORT;0;900;27092
HEAP_SORT;0;900;27171
HEAP_SORT;0;900;26982
HEAP_SORT;0;900;27781
HEAP_SORT;0;900;29036
HEAP_SORT;0;900;28295
HEAP_SORT;0;900;28422
HEAP_SORT;0;900;28587
HEAP_SORT;1;900;28839
HEAP_SORT;1;900;29202
HEAP_SORT;1;900;28899
HEAP_SORT;1;900;28553
HEAP_SORT;1;900;28222
HEAP_SORT;1;900;31960
HEAP_SORT;1;900;32142
HEAP_SORT;1;900;32434
HEAP_SORT;1;900;29249
HEAP_SORT;1;900;28934
HEAP_SORT;1;900;28766
HEAP_SORT;1;900;28699
HEAP_SORT;1;900;28874
HEAP_SORT;1;900;29089
HEAP_SORT;1;900;28771
HEAP_SORT;1;900;29007
HEAP_SORT;1;900;28140
HEAP_SORT;1;900;28495
HEAP_SORT;1;900;28625
HEAP_SORT;1;900;28424
HEAP_SORT;1;900;28971
HEAP_SORT;1;900;28375
HEAP_SORT;1;900;28989
HEAP_SORT;1;900;28748
HEAP_SORT;1;900;28186
HEAP_SORT;1;900;27877
HEAP_SORT;1;900;28675
HEAP_SORT;1;900;28766
HEAP_SORT;1;900;28766
HEAP_SORT;1;900;28619
HEAP_SORT;1;900;28558
HEAP_SORT;1;900;28535
HEAP_SORT;1;900;28451
HEAP_SORT;1;900;29127
HEAP_SORT;1;900;28568
HEAP_SORT;1;900;28061
HEAP_SORT;1;900;29142
HEAP_SORT;1;900;28868
HEAP_SORT;1;900;29050
HEAP_SORT;1;900;28492
HEAP_SORT;1;900;29245
HEAP_SORT;1;900;28912
HEAP_SORT;1;900;28556
HEAP_SORT;1;900;28456
HEAP_SORT;1;900;28700
HEAP_SORT;1;900;28177
HEAP_SORT;1;900;28921
HEAP_SORT;1;900;29157
HEAP_SORT;1;900;28275
HEAP_SORT;1;900;28051
HEAP_SORT;2;900;21333
HEAP_SORT;2;900;21883
HEAP_SORT;2;900;20568
HEAP_SORT;2;900;20554
HEAP_SORT;2;900;20717
HEAP_SORT;2;900;20360
HEAP_SORT;2;900;20261
HEAP_SORT;2;900;20940
HEAP_SORT;2;900;21275
HEAP_SORT;2;900;20280
HEAP_SORT;2;900;20431
HEAP_SORT;2;900;20595
HEAP_SORT;2;900;20523
HEAP_SORT;2;900;21125
HEAP_SORT;2;900;20083
HEAP_SORT;2;900;21075
HEAP_SORT;2;900;21020
HEAP_SORT;2;900;21076
HEAP_SORT;2;900;20822
HEAP_SORT;2;900;20859
HEAP_SORT;2;900;21018
HEAP_SORT;2;900;20916
HEAP_SORT;2;900;20934
HEAP_SORT;2;900;20511
HEAP_SORT;2;900;20733
HEAP_SORT;2;900;20971
HEAP_SORT;2;900;20444
HEAP_SORT;2;900;20859
HEAP_SORT;2;900;20808
HEAP_SORT;2;900;20159
HEAP_SORT;2;900;20200
HEAP_SORT;2;900;20209
HEAP_SORT;2;900;20283
HEAP_SORT;2;900;20289
HEAP_SORT;2;900;20469
HEAP_SORT;2;900;20350
HEAP_SORT;2;900;20775
HEAP_SORT;2;900;20717
HEAP_SORT;2;900;20423
HEAP_SORT;2;900;20640
HEAP_SORT;2;900;20220
HEAP_SORT;2;900;20969
HEAP_SORT;2;900;20633
HEAP_SORT;2;900;20535
HEAP_SORT;2;900;20498
HEAP_SORT;2;900;20150
HEAP_SORT;2;900;20600
HEAP_SORT;2;900;20795
HEAP_SORT;2;900;20490
HEAP_SORT;2;900;20132
HEAP_SORT;3;900;25839
HEAP_SORT;3;900;26829
HEAP_SORT;3;900;25412
HEAP_SORT;3;900;26351
HEAP_SORT;3;900;25221
HEAP_SORT;3;900;25502
HEAP_SORT;3;900;25778
HEAP_SORT;3;900;25209
HEAP_SORT;3;900;23763
HEAP_SORT;3;900;24767
HEAP_SORT;3;900;25720
HEAP_SORT;3;900;24369
HEAP_SORT;3;900;25649
HEAP_SORT;3;900;24505
HEAP_SORT;3;900;24477
HEAP_SORT;3;900;24881
HEAP_SORT;3;900;24872
HEAP_SORT;3;900;24284
HEAP_SORT;3;900;23866
HEAP_SORT;3;900;24588
HEAP_SORT;3;900;24156
HEAP_SORT;3;900;25155
HEAP_SORT;3;900;25257
HEAP_SORT;3;900;24909
HEAP_SORT;3;900;23781
HEAP_SORT;3;900;23429
HEAP_SORT;3;900;23400
HEAP_SORT;3;900;23537
HEAP_SORT;3;900;24395
HEAP_SORT;3;900;23848
HEAP_SORT;3;900;25023
HEAP_SORT;3;900;23441
HEAP_SORT;3;900;24866
HEAP_SORT;3;900;23195
HEAP_SORT;3;900;24275
HEAP_SORT;3;900;23343
HEAP_SORT;3;900;24060
HEAP_SORT;3;900;26585
HEAP_SORT;3;900;26861
HEAP_SORT;3;900;27093
HEAP_SORT;3;900;24013
HEAP_SORT;3;900;24024
HEAP_SORT;3;900;24922
HEAP_SORT;3;900;24031
HEAP_SORT;3;900;23431
HEAP_SORT;3;900;24560
HEAP_SORT;3;900;23931
HEAP_SORT;3;900;24181
HEAP_SORT;3;900;24472
HEAP_SORT;3;900;24755
MERGE_SORT;0;900;51041
MERGE_SORT;0;900;48705
MERGE_SORT;0;900;48819
MERGE_SORT;0;900;48189
MERGE_SORT;0;900;48406
MERGE_SORT;0;900;47858
MERGE_SORT;0;900;47888
MERGE_SORT;0;900;48543
MERGE_SORT;0;900;47805
MERGE_SORT;0;900;48004
MERGE_SORT;0;900;47973
MERGE_SORT;0;900;47788
MERGE_SORT;0;900;47780
MERGE_SORT;0;900;47536
MERGE_SORT;0;900;48314
MERGE_SORT;0;900;48171
MERGE_SORT;0;900;47594
MERGE_SORT;0;900;47916
MERGE_SORT;0;900;48396
MERGE_SORT;0;900;47958
MERGE_SORT;0;900;47947
MERGE_SORT;0;900;47765
MERGE_SORT;0;900;48214
MERGE_SORT;0;900;48176
MERGE_SORT;0;900;47161
MERGE_SORT;0;900;48484
MERGE_SORT;0;900;47855
MERGE_SORT;0;900;47956
MERGE_SORT;0;900;47759
MERGE_SORT;0;900;47700
MERGE_SORT;0;900;47691
MERGE_SORT;0;900;48264
MERGE_SORT;0;900;48722
MERGE_SORT;0;900;49326
MERGE_SORT;0;900;48195
MERGE_SORT;0;900;47757
MERGE_SORT;0;900;47994
MERGE_SORT;0;900;48369
MERGE_SORT;0;900;48741
MERGE_SORT;0;900;68712
MERGE_SORT;0;900;48836
MERGE_SORT;0;900;49096
MERGE_SORT;0;900;47782
MERGE_SORT;0;900;48231
MERGE_SORT;0;900;48582
MERGE_SORT;0;900;48700
MERGE_SORT;0;900;48851
MERGE_SORT;0;900;48573
MERGE_SORT;0;900;48302
MERGE_SORT;0;900;48319
MERGE_SORT;1;900;55113
MERGE_SORT;1;900;54465
MERGE_SORT;1;900;55632
MERGE_SORT;1;900;55089
MERGE_SORT;1;900;55780
MERGE_SORT;1;900;55141
MERGE_SORT;1;900;54942
MERGE_SORT;1;900;55503
MERGE_SORT;1;900;55541
MERGE_SORT;1;900;55562
MERGE_SORT;1;900;54790
MERGE_SORT;1;900;55588
MERGE_SORT;1;900;55585
MERGE_SORT;1;900;55142
MERGE_SORT;1;900;54788
MERGE_SORT;1;900;55689
MERGE_SORT;1;900;55027
MERGE_SORT;1;900;55261
MERGE_SORT;1;900;55322
MERGE_SORT;1;900;55563
MERGE_SORT;1;900;54746
MERGE_SORT;1;900;54941
MERGE_SORT;1;900;55317
MERGE_SORT;1;900;54876
MERGE_SORT;1;900;55058
MERGE_SORT;1;900;54967
MERGE_SORT;1;900;55263
MERGE_SORT;1;900;54876
MERGE_SORT;1;900;55265
MERGE_SORT;1;900;55099
MERGE_SORT;1;900;54876
MERGE_SORT;1;900;55258
MERGE_SORT;1;900;55398
MERGE_SORT;1;900;55063
MERGE_SORT;1;900;54824
MERGE_SORT;1;900;55284
MERGE_SORT;1;900;55181
MERGE_SORT;1;900;57302
MERGE_SORT;1;900;55724
MERGE_SORT;1;900;55399
MERGE_SORT;1;900;55326
MERGE_SORT;1;900;54700
MERGE_SORT;1;900;55484
MERGE_SORT;1;900;54954
MERGE_SORT;1;900;54883
MERGE_SORT;1;900;55110
MERGE_SORT;1;900;54962
MERGE_SORT;1;900;55065
MERGE_SORT;1;900;55064
MERGE_SORT;1;900;54932
MERGE_SORT;2;900;35988
MERGE_SORT;2;900;34384
MERGE_SORT;2;900;34228
MERGE_SORT;2;900;33720
MERGE_SORT;2;900;33333
MERGE_SORT;2;900;33169
MERGE_SORT;2;900;33499
MERGE_SORT;2;900;34045
MERGE_SORT;2;900;33317
MERGE_SORT;2;900;32912
MERGE_SORT;2;900;33677
MERGE_SORT;2;900;34495
MERGE_SORT;2;900;33276
MERGE_SORT;2;900;32994
MERGE_SORT;2;900;34076
MERGE_SORT;2;900;33168
MERGE_SORT;2;900;33298
MERGE_SORT;2;900;33038
MERGE_SORT;2;900;32413
MERGE_SORT;2;900;32828
MERGE_SORT;2;900;32776
MERGE_SORT;2;900;33196
MERGE_SORT;2;900;33118
MERGE_SORT;2;900;33899
MERGE_SORT;2;900;32957
MERGE_SORT;2;900;33963
MERGE_SORT;2;900;33531
MERGE_SORT;2;900;33302
MERGE_SORT;2;900;32942
MERGE_SORT;2;900;33601
MERGE_SORT;2;900;33227
MERGE_SORT;2;900;32901
MERGE_SORT;2;900;33401
MERGE_SORT;2;900;37572
MERGE_SORT;2;900;36951
MERGE_SORT;2;900;32694
MERGE_SORT;2;900;32687
MERGE_SORT;2;900;33459
MERGE_SORT;2;900;33612
MERGE_SORT;2;900;32564
MERGE_SORT;2;900;33039
MERGE_SORT;2;900;33004
MERGE_SORT;2;900;32656
MERGE_SORT;2;900;33520
MERGE_SORT;2;900;32125
MERGE_SORT;2;900;33461
MERGE_SORT;2;900;33074
MERGE_SORT;2;900;33205
MERGE_SORT;2;900;32669
MERGE_SORT;2;900;33140
MERGE_SORT;3;900;29248
MERGE_SORT;3;900;28218
MERGE_SORT;3;900;28292
MERGE_SORT;3;900;28145
MERGE_SORT;3;900;28187
MERGE_SORT;3;900;28147
MERGE_SORT;3;900;28197
MERGE_SORT;3;900;28137
MERGE_SORT;3;900;28072
MERGE_SORT;3;900;28022
MERGE_SORT;3;900;28146
MERGE_SORT;3;900;27995
MERGE_SORT;3;900;28037
MERGE_SORT;3;900;27998
MERGE_SORT;3;900;28022
MERGE_SORT;3;900;27965
MERGE_SORT;3;900;28024
MERGE_SORT;3;900;27958
MERGE_SORT;3;900;27989
MERGE_SORT;3;900;28054
MERGE_SORT;3;900;28029
MERGE_SORT;3;900;27988
MERGE_SORT;3;900;28029
MERGE_SORT;3;900;27991
MERGE_SORT;3;900;28001
MERGE_SORT;3;900;28047
MERGE_SORT;3;900;28086
MERGE_SORT;3;900;28067
MERGE_SORT;3;900;28264
MERGE_SORT;3;900;27993
MERGE_SORT;3;900;28034
MERGE_SORT;3;900;28080
MERGE_SORT;3;900;28042
MERGE_SORT;3;900;28059
MERGE_SORT;3;900;28034
MERGE_SORT;3;900;28300
MERGE_SORT;3;900;28141
MERGE_SORT;3;900;28208
MERGE_SORT;3;900;28112
MERGE_SORT;3;900;28064
MERGE_SORT;3;900;28172
MERGE_SORT;3;900;28022
MERGE_SORT;3;900;28081
MERGE_SORT;3;900;28021
MERGE_SORT;3;900;27961
MERGE_SORT;3;900;28017
MERGE_SORT;3;900;27983
MERGE_SORT;3;900;27984
MERGE_SORT;3;900;27978
MERGE_SORT;3;900;27897
QUICK_SORT;0;900;553700
QUICK_SORT;0;900;538394
QUICK_SORT;0;900;524954
QUICK_SORT;0;900;556071
QUICK_SORT;0;900;565457
QUICK_SORT;0;900;532380
QUICK_SORT;0;900;578434
QUICK_SORT;0;900;549593
QUICK_SORT;0;900;536735
QUICK_SORT;0;900;594538
QUICK_SORT;0;900;561284
QUICK_SORT;0;900;570560
QUICK_SORT;0;900;561906
QUICK_SORT;0;900;526912
QUICK_SORT;0;900;567868
QUICK_SORT;0;900;541303
QUICK_SORT;0;900;558072
QUICK_SORT;0;900;554058
QUICK_SORT;0;900;540642
QUICK_SORT;0;900;551644
QUICK_SORT;0;900;547758
QUICK_SORT;0;900;563911
QUICK_SORT;0;900;564882
QUICK_SORT;0;900;577675
QUICK_SORT;0;900;579924
QUICK_SORT;0;900;540042
QUICK_SORT;0;900;561803
QUICK_SORT;0;900;566467
